ZIPCODE,CITY,STATE
10040-1434,AURORA,CO
10040-1466,GUAYNABO,PR
10040-1479,HOPE MILLS,NC
10040-1486,MIAMI,FL
10040-1487,MIAMI,FL
10040-1499,EL PASO,TX
10040-1519,GUAYNABO,PR
10040-1548,WASHINGTON DC,CA
10040-1560,SUNNYVALE,CA
10040-1596,GLADSTONE,MB
10040-1610,BANGOR,ME
10040-1622,MONUMENT,CO
10040-1639,WESTPORT,CT
10040-1664,BURBANK,IL
10040-1679,BOSTON,MA
10040-1698,BOWIE,MD
10040-1705,BETHESDA,MD
10040-1747,MURRAY HARBOUR,PE
10040-1748,DIEPPE,NB
10040-1776,BRIDGEWATER,NJ
10040-1785,BROOKLINE,MA
10040-1793,ORANGE,CA
10040-1817,REGO PARK,NY
10040-1819,NEW YORK,NY
10040-1825,ALLENTOWN,PA
10040-1832,LANSING,MI
10040-1839,EASTON,PA
10040-1848,MOON TOWNSHIP,PA
10040-1864,ST. LOUIS,MO
10040-1881,FLORISSANT,MO
10040-1906,HERSHEY,PA
10040-1915,CHARLOTTE,NC
10040-1923,GOOSE CREEK,SC
10040-1932,BURLINGTON,NC
10040-1935,JACKSONVILLE,FL
10040-1946,VALDOSTA,GA
10040-1949,SAN FRANCISCO,CA
10040-1951,NEWTONVILLE,MA
10040-1994,COLUMBUS,OH
10040-2030,DURHAM,NC
10040-2034,BOCA RATON,FL
10040-2036,SANTA CLARA,CA
10040-2041,MADISON,WI
10040-2055,NASHVILLE,TN
10040-2067,PHILADELPHIA,PA
10040-2082,GLASTONBURY,CT
10040-2131,ALBUQUERQUE,NM
10040-2149,CUYAHOGA FALLS,OH
10040-2151,BIRMINGHAM,AL
10040-2163,GRENADA,MS
10040-2182,JACKSONVILLE,FL
10040-2204,SHREVEPORT,LA
10040-2209,TULSA,OK
10040-2228,GALVESTON,TX
10040-2244,HOUSTON,TX
10040-2246,CORPUS CHRISTI,TX
10040-2293,AJAX,ON
10040-2296,KIRKSVILLE,MO
10040-2324,THORNHILL,FR
10040-2366,BARTLESVILLE,OK
10040-2374,GARDEN GROVE,CA
10040-2390,OMAHA,NE
10040-2407,PROVO,UT
10040-2426,BROOKLYN,NY
10040-2440,LOS ANGELES,CA
10040-2516,OAKLAND,CA
10040-2523,WASHINGTON,DC
10040-2541,BANNING,CA
10040-2553,BETHESDA,MD
10040-2554,BROOKLYN,NY
10040-2559,COUNCIL BLUFFS,IA
10040-2562,ROSSLYN,VA
10040-2587,LEBANON,NH
10040-2641,VANCOUVER,BC
10040-2651,CALGARY,AB
10040-2663,WINNIPEG,MB
10040-2684,OAK PARK,MI
10040-2719,TRIPLER AMC,HI
10040-2727,CRANSTON,RI
10040-2753,BALDWIN,NY
10040-2770,CAMBRIA HEIGHTS,NY
10040-2850,PASSAIC,NJ
10040-2860,NEWARK,NJ
10040-2885,PHILADELPHIA,PA
10040-2889,DANVILLE,PA
10040-2904,PHILADELPHA,PA
10040-2917,NEWARK,DE
10040-2925,YORK,PA
10040-2927,OKLAHOMA CITY,OK
10040-2939,COLUMBIA,MD
10040-2951,DURHAM,NC
10040-2974,MANASSAS,VA
10040-2989,RALEIGH,NC
10040-2995,W-S,NC
10040-3116,CINCINNATI,OH
10040-3210,COLUMBIA,MD
10040-3220,ANN ARBOR,MI
10040-3275,WAUKEGAN,IL
10040-3289,CHATTANOOGA,TN
10040-3320,HOMEWOOD,AL
10040-3327,JACKSON,MS
10040-3410,HOUSTON,TX
10040-3412,PHILADELPHIA,PA
10040-3439,DALLAS,TX
10040-3458,DURHAM,NC
10040-3474,ROCKWELL CITY,IA
10040-3545,KANSAS CITY,KS
10040-3546,CLEVELAND,OH
10040-3552,TACOMA,WA
10040-3560,TUCSON,AZ
10040-3564,LACKLAND AFB,TX
10040-3570,DURHAM,NC
10040-3590,TACOMA,WA
10040-3595,DAYTON,OH
10040-3602,BRIGHTON,MI
10040-3606,OAKLAND,CA
10040-3620,LA HABRA,CA
10040-3702,ORLANDO,FL
10040-3705,AUGUSTA,GA
10040-3724,NEW YORK,NY
10040-3812,VESTAL,NY
10040-3821,NORTHBROOK,IL
10040-3825,SAN FRANCISCO,CA
10040-3836,CHARLESTON,SC
10040-3839,BOWLING GREEN,KY
10040-3843,CHARLOTTE,NC
10040-3846,GAUTIER,MS
10040-3850,LAFAYETTE,LA
10040-3851,BIRMINGHAM,AL
10040-3874,SAN JOSE,CA
10040-3925,NEWYORK,NY
10040-3927,IRVINE,CA
10040-3941,WILLIAMSON,WV
10040-3944,HOUSTON,TX
10040-3946,NEW HAVEN,CT
10040-3963,HOUSTON,TX
10040-3965,BOSTON,MA
10040-3966,FRAMILGHAM,MA
10040-3972,BEACON FALLS,CT
10040-3986,BENSALEM,PA
10040-3997,PORT JEFFERSON,NY
10040-4001,ELMONT,NY
10040-4003,DURHAM,NC
10040-4010,BROOKLYN,NY
10040-4029,EAST AMHERST,NY
10040-4046,HUNTINGTON STAT,NY
10040-4062,HALIFX,NS
10040-4068,HALIFAX NS,NS
10040-4135,ELKINS PARK,PA
10040-4138,KIRKSVILLE,MO
10040-4146,KEW GARDENS,NY
10040-4162,HYATTSVILLE,MD
10040-4171,PHILADELPHIA,PA
10040-4186,CHICAGO,IL
10040-4188,PORTSMOUTH,VA
10040-4195,ROANOKE,VA
10040-4209,BALTIMORE,MD
10040-4210,GREENSBORO,NC
10040-4234,MANHATTAN BEACH,CA
10040-4279,CINCINNATI,OH
10040-4319,CAMBRIDGE,MA
10040-4324,LAKE ZURICH,IL
10040-4355,YPSILANTI,MI
10040-4364,DEARBORN,MI
10040-4365,ANN ARBOR,MI
10040-4368,DETROIT,MI
10040-4389,HUNTINGTON,WV
10040-4401,PROSPECT,KY
10040-4415,ANTIOCH,CA
10040-4418,HICKORY PLAINS,AR
10040-4429,BATON ROUGE,LA
10040-4430,GARDEN GROVE,CA
10040-4438,NORTHRIDGE,CA
10040-4444,CHOUTEAU,OK
10040-4452,GLENPOOL,OK
10040-4463,BATON ROUGE,LA
10040-4493,SAN RAFAEL,CA
10040-4511,TORONTO,ON
10040-4514,FORT ERIE,ON
10040-4528,LONDON,ON
10040-4530,CORPUS CHRISTI,TX
10040-4547,LONDON,ON
10040-4549,TORONTO,ON
10040-4551,BROCKVILLE,ON
10040-4553,TORONTO,  
10040-4560,LEBANON,MO
10040-4566,BURLINGTON,ON
10040-4572,MARKHAM,ON
10040-4585,HOUSTON,TX
10040-4586,BRAMPTON,ON
10040-4630,ST GEORGE,UT
10040-4644,NEW LONDON,CT
10040-4647,SAN FRANCISCO,CA
10040-4669,SAN JOSE,CA
10040-4678,ANAHEIM,CA
10040-4697,BERKELEY,CA
10040-4699,WASHINGTON,DC
10040-4712,HAYWARD,CA
10040-4713,CHICAGO,IL
10040-4730,EWA BEACH,HI
10040-4746,LANSING,MI
10040-4747,GARLAND,TX
10040-4751,RUSTON,LA
10040-4767,PLANTATION,FL
10040-4771,BALTIMORE,MD
10040-4805,SALINAS,CA
10040-4811,BROOKLINE,MA
10040-4816,CAMBRIDGE,MA
10040-4821,CLAREMONT,CA
10040-4869,WINNIPEG,MB
10040-4872,VICTORIA,BC
10040-4877,SURREY,BC
10040-4883,BURNABY,BC
10040-4888,VANCOUVER,BC
10040-4890,BURNABY,BC
10040-5133,CANTON,MI
10040-5534,BOSTON,MA
10040-5876,KNIGHTDALE,NC
10040-5998,MEMPHIS,TN
10040-5999,NASHUA,NH
10040-6181,PHILADELPHIA,PA
10040-6263,FRANKLIN,IN
10040-6406,SOUTH BEND,IN
10040-6918,GALVESTON,TX
10040-7157,MADISON,WI
10040-8220,EAST RUTHERFORD,NJ
10040-8448,CHICAGO,IL
10040-8756,NEWVILLE,AL
10040-8902,TAMPA,FL
10040-9093,BASEL,MN
10040-9694,DURHAM,NC
10040-9715,LEXINGTON,KY
10050-0817,PLYMOUTH,MA
10050-0991,AUGUSTA,GA
10050-1242,BROOKLYN,NY
10050-1455,WARREN,IL
10050-1611,ALBUQUERQUE,NM
10050-2175,WHITTIER,CA
10050-2590,PITTSBURGH,PA
10050-2818,WILLIAMSVILLE,NY
10050-3351,SAN JUAN,PR
10050-3363,BAYAMON,PR
10050-3401,CALDWELL,ID
10050-3965,CASPER,WY
10050-4264,TOPEKA,KS
10050-6453,BURLINGTON,MA
10050-6690,BROOKLYN,NY
10050-6734,NEWARK,NJ
10050-6899,INDIANPOLIS,IN
10050-7174,PLANT CITY,FL
10050-7182,TAMPA,FL
10050-7334,CHICAGO,IL
10050-7359,NASHVILLE,TN
10050-7389,NEWARK,DE
10050-7655,VIRGINIA BEACH,VA
10050-7693,COVINGTON,TN
10050-7826,MOBILE,AL
10050-8570,PHILADELPHIA,PA
10050-8593,FREELAND,WA
10050-8851,CINCINNATI,OH
10050-9291,CINCINNATI,OH
10050-9320,PORTLAND,OR
10060-0547,ALEXANDRIA,VA
10060-0572,CHARLESTON,SC
10060-0902,CLEVELAND HEIGH,OH
10060-0995,ALBION,PA
10060-1095,NORTH MIAMI,FL
10060-1177,AKRON,OH
10060-1385,ROCHESTER,MN
10060-1706,CLEVELAND,OH
10060-2005,BROOKLVN,NY
10060-2137,CHICAGO,IL
10060-2235,CHICAGO HEIGTHS,IL
10060-2317,CLEVELAND,OH
10060-2420,BROOKLINE,MA
10060-2429,RIVERDALE,NY
10060-2502,LOS ANGELES,CA
10060-3533,BALTIMORE,MD
10060-3594,PISCATAWAY,NJ
10060-3728,MADISON,WI
10060-3750,JAMAICA,NY
10060-3780,SEATTLE,WA
10060-3817,WORDCESTER,MA
10060-4040,TULSA,OK
10060-4213,EDMOND,OK
10060-4312,PORTLAND,OR
10060-4403,PLYMOUTH,MA
10060-4439,NEW YORK,NY
10060-4448,CAMILLUS,NY
10060-4463,WAUKEGAN,IL
10060-4667,LAKE PARK,GA
10060-4823,FAYETTEVILL,NC
10060-4827,LEXINGTON,KY
10060-4919,LUBBOCK,TX
10060-5131,FREDRICK,MD
10060-5456,PITTSBURGH,PA
10060-5506,AVONDALE ESTATE,GA
10060-5508,ATLANTA,GA
10060-5647,STOCKHOLM,SD
10060-5779,LUBBOCK,TX
10060-5826,LACKLAND AFB,TX
10060-6074,HUNTINGTON,NY
10060-6326,MEMPHIS,TN
10060-6365,GAINESVILLE,FL
10060-6538,SAN ANTONIO,TX
10060-6833,HOLYOKE,MA
10060-6926,WINSTON-SALEM,NC
10060-6939,PHILADELPHIA,PA
10060-6953,MEADVILLE,PA
10060-6976,BETHESDA,MD
10060-7017,PISCATAWAY,NJ
10060-7153,HOUSTON,TX
10060-7198,GLENVIEW,IL
10060-7253,HONOLULU,HI
10060-7280,WASHINGTON,DC
10060-7342,PHOENIX,AZ
10060-7352,BALTIMORE,MD
10060-7367,STATEN ISLAND,NY
10060-7378,BRONX,NY
10060-7460,LOUISVILLE,KY
10060-7494,OVERLAND PARK,KS
10060-7524,ROCHESTER,NY
10060-7718,EAST BRUNSWICK,NJ
10060-7777,ATLANTA,GA
10060-7986,THIBODAUX,LA
10060-7996,HOUSTON,TX
10060-8010,BETHESDA,MD
10060-8046,HOUSTON,TX
10060-8149,GAINESVILLE,FL
10060-8295,BRONX,NY
10060-8383,LOUISVILLE,KY
10060-8455,LOS GATOS,CA
10060-8500,FALLS CHURCH,VA
10060-8513,PORTSMOUTH,VA
10060-8616,SHAKER HEIGHTS,OH
10060-8860,CINCINNATI,OH
10060-8990,VANCOUVER,BC
10060-9016,ORLANDO,FL
10060-9033,CAMBRIDGE,MA
10060-9048,BOSTON,MA
10060-9088,HALLANDALE,FL
10060-9189,BOSTON,MA
10060-9207,MONTCLAIR,NJ
10060-9359,SPARTANBURG,SC
10060-9395,RALEIGH,NC
10060-9441,MUNCIE,IN
10060-9480,ST CLAIR SHORES,MI
10060-9537,BELLEVILLE,NJ
10060-9647,ROANOKE,VA
10060-9740,ERWIN,TN
10060-9866,SANTA ANNA,CA
10060-9929,ST LOUIS,MO
10060-9932,LOS ANGELES,CA
10070-0015,BRONX,NY
10070-0029,LIVONIA,MI
10070-0085,HAVERFORD,PA
10070-0111,METUCHEN,NJ
10070-0114,FORT WAYNE,IN
10070-0231,BROOKLYN,NY
10070-0264,DALLAS,TX
10070-0319,SEATTLE,WA
10070-0358,HILLIARD,OH
10070-0518,OAK PARK,ME
10070-0580,FLORAL PARK,NY
10070-0628,STONY BROOK,NY
10070-0654,CARMEL,IN
10070-0671,EDGEWATER,NJ
10070-0713,WILLIAMSVILLE,NY
10070-0722,PITTSBURGH,PA
10070-0744,NASHVILLE,TN
10070-0850,WEST WARWICK,RI
10070-0901,LOS ANGELES,CA
10070-0947,SACRAMENTO,CA
10070-1050,BALTIMORE,MD
10070-1062,SAN ANTONIO,TX
10070-1141,N LITTLE ROCK,AR
10070-1272,REGO PARK,NY
10070-1394,NEW ROCHELLE,NY
10070-1401,YORK,PA
10070-1448,COLUMBIA,MO
10070-1476,BROOKLYN,NY
10070-1515,PHOENIX,AZ
10070-1551,WEST ROXBURY,MA
10070-1579,WHEATLY HEIGHTS,NY
10070-1586,BROOKLYN,NY
10070-1733,OROCOVIS,PR
10070-1785,TRIPLER AMC,HI
10070-1799,CHICAGO,IL
10070-1822,MADISON,WI
10070-1849,DETROIT,MI
10070-1853,DETROIT,MI
10070-1862,MADISON,WI
10070-1969,CHAPEL HILL,NC
10070-2110,SANTA CLARA,CA
10070-2222,CHARLOTTESVILLE,VA
10070-2261,DURHAM,NC
10070-2334,MINNEAPOLIS,MN
10070-2340,NEW YORK,NY
10070-2345,OKLAHOMA CITY,OK
10070-2379,RONKONKOMA,NY
10070-2496,GAINESVILLE,FL
10070-2498,SAN FRANCISCO,CA
10070-2534,FORT HOOD,TX
10070-2549,BELLEROSE,NY
10070-2559,ARLINGTON,MA
10070-2562,CLEVELAND,OH
10070-2616,COLUMBIA,MD
10070-2825,ANN ARBOR,MI
10070-2927,SEATTLE,WA
10070-2931,NEW YORK,NY
10070-2956,STANFORD,CA
10070-2984,LOUISVILLE,KY
10070-3002,BIRMINGHAM,AL
10070-3005,TUPELO,MS
10070-3037,DURHAM,NC
10070-3059,STERLING,VA
10070-3127,NEW YORK,TX
10070-3272,ORLANDO,FL
10070-3296,ANAHIEM,CA
10070-3311,TORRANCE,CA
10070-3402,LOS ANGELES,CA
10070-3465,CHICAGO,IL
10070-3473,NEW YORK,NY
10070-3556,UTICA,NY
10070-3561,AMHERST,MA
10070-3607,WARWICK,RI
10070-3637,BURLINGTON,VT
10070-3640,RICHMOND,VA
10070-3657,ZIONSVILLE,IN
10070-3674,NEW BRUNSWICK,NJ
10070-3687,BOSTON,MA
10070-3689,PHOENIX,AZ
10070-3724,TEMPLE,TX
10070-3786,TOLEDO,OH
10070-3820,AKRON,OH
10070-3829,ROCHESTER,MN
10070-3833,SCOTTSDALE,AZ
10070-3892,MILWAUKEE,WI
10070-3895,CHICAGO,IL
10070-3910,BELLAIRE,TX
10070-3922,ERIE,PA
10070-3948,CLEVELAND HTS,OH
10070-3959,NEW YORK,NY
10070-3961,ROYAL OAK,MI
10070-3989,CHATTANOOGA,TN
10070-4059,MAYWOOD,IL
10070-4100,FOREST HILLS,NY
10070-4102,OKLAHOMA CITY,OK
10070-4115,VANCOUVER,BC
10070-4125,DEARBORN,MI
10070-4299,LOS ANGELES,CA
10070-4301,KEY LARGO,FL
10070-4322,BROOKLYN,NY
10070-4331,BOSTON,MA
10070-4341,SAN FRANCISCO,CA
10070-4350,LOS ANGELES,CA
10070-4362,ALLENTOWN,PA
10070-4370,RESEDA,CA
10070-4387,LOS ANGELES,CA
10070-4442,CHAPEL HILL,NC
10070-4454,MAYAGUEZ,PR
10070-4512,IRVINE,CA
10070-4592,NEW YORK,NY
10070-4612,QUEENS,NY
10070-4616,HOBOKEN,NJ
10070-4621,ATLANTA,GA
10070-4661,TOLEDO,OH
10070-4662,TAMPA,NY
10070-4685,GARDEN GROVE,CA
10070-4689,WILMINGTON,DE
10070-4701,DURHAM,NC
10070-4739,PHILADELPHIA,PA
10070-4773,DENVER,CO
10070-4776,BALA CYNWYD,PA
10070-4791,MANHASSET,NY
10070-4827,NEW YORK,NY
10070-4842,LA JOLLA,CA
10070-4901,COLUMBIA,SC
10070-4903,CHARLOTTE,NC
10070-4940,FORRESTVILLE,MD
10070-4944,CHICAGO,IL
10070-4955,FAR ROCKAWAY,NY
10070-4984,SPRINGFIELD,IL
10070-5009,DALLAS,TX
10070-5019,GALVESTON,TX
10070-5058,INDIANAPOLIS,IN
10070-5087,BROOKLYN,NY
10070-5113,CHICAGO,IL
10070-5148,GRAND RAPIDS,MI
10070-5203,BOSTON,MA
10070-5334,LAKEWOOD,OH
10070-5338,HOUSTON,TX
10070-5398,TULSA,OK
10070-5417,ANN ARBOR,MI
10070-5424,HOUSTON,TX
10070-5451,SACRAMENTO,CA
10070-5474,COLUMBIA,SC
10070-5498,HICKORY,NC
10070-5523,BROOKLYN,NY
10070-5545,GROSSE POINTE P,MI
10070-5550,NASHVILLE,TN
10070-5576,SEATTLE,WA
10070-5658,HOUSTON,TX
10070-5671,ALBUQUERQUE,NM
10070-5682,SPOKANE,WA
10070-5728,STONY BROOK,NY
10070-5830,ST PETERSBURG,FL
10070-5840,ANN ARBOR,MI
10070-5941,BANGOR,ME
10070-5947,NEW YORK,NY
10070-6004,PHILADELPHIA,PA
10070-6048,MIAMI BEACH,FL
10070-6065,ANN ARBOR,MI
10070-6073,PALO ALTO,CA
10070-6086,SAN FRANCISCO,CA
10070-6090,CINCINNATI,OH
10070-6094,NEW YORK,NY
10070-6097,PITTSBURGH,PA
10070-6102,FAYETTEVILLE,NC
10070-6140,BETHESDA,MD
10070-6143,BRONX,NY
10070-6168,SALT LAKE CITY,UT
10070-6202,COLUMBIA,SC
10070-6218,SACRAMENTO,CA
10070-6230,CHICAGO,IL
10070-6242,DELRAY BEACH,FL
10070-6268,DAYTON,OH
10070-6280,NEW HAVEN,CT
10070-6290,CINCINNATI,OH
10070-6328,NEW ORLEANS,LA
10070-6335,CLEVELAND,OH
10070-6367,PHILADELPHIA,PA
10070-6369,WORCESTER,MA
10070-6406,ANN ARBOR,MI
10070-6441,BATON ROUGE,LA
10070-6459,SHREVEPORT,LA
10070-6462,COVINGTON,TN
10070-6466,PINEVILLE,LA
10070-6485,BEAUMONT,TX
10070-6625,PITTSBURGH,PA
10070-6648,OMAHA,NE
10070-6782,SANTA CLARITA,CA
10070-6822,SEATTLE,WA
10070-6834,WILMINGTON,DE
10070-6848,GUAYNABO,PR
10070-6858,ST. LOUIS,MO
10070-6882,TAMPA,FL
10070-6948,EDMONTON,AB
10070-6999,MIDLOTHIAN,VA
10070-7008,MIAMI,FL
10070-7009,BROOKLYN,NY
10070-7043,BRONX,NY
10070-7045,PHILADELPHIA,PA
10070-7070,PHILADELPHIA,PA
10070-7086,NEW YORK,NY
10070-7102,CINCINNATI,OH
10070-7146,HOBOKEN,NJ
10070-7154,JAMAICA HILLS,NY
10070-7156,NEW YORK,NY
10070-7279,PITTSBURGH,PA
10070-7304,MAYWOOD,IL
10070-7320,CLEVELAND,OH
10070-7325,BALTIMORE,MD
10070-7351,SPENCERVILLE,MD
10070-7359,CHARLOTTESVILLE,VA
10070-7368,WAYNESBORO,VA
10070-7380,AKRON,OH
10070-7396,PHILADELPHIA,PA
10070-7423,WOODBURY,MN
10070-7462,MEMPHIS,TN
10070-7463,ATLANTA,GA
10070-7472,BOSTON,MA
10070-7493,ATLANTA,GA
10070-7509,NASHVILLE,TN
10070-7522,CHAPEL HILL,NC
10070-7543,CHICAGO,IL
10070-7566,STANFORD,CA
10070-7580,CINCINNATI,OH
10070-7635,SEATTLE,WA
10070-7654,CHICAGO,IL
10070-7688,MAYWOOD,IL
10070-7696,TACOMA,WA
10070-7720,DETROIT,MI
10070-7726,DETROIT,MI
10070-7731,CHICAGO,IL
10070-7757,DETROIT,MI
10070-7767,SEATTLE,WA
10070-7780,SAN ANTONIO,TX
10070-7875,TEXARKANA,TX
10070-7924,TULSA,OK
10070-7937,HOUSTON,TX
10070-7941,ATLANTA,GA
10070-7955,LUBBOCK,TX
10070-7961,JACKSONVILLE,FL
10070-8019,SEATTLE,WA
10070-8067,CHICAGO,IL
10070-8079,POCATELLO,ID
10070-8080,MEADVILLE,PA
10070-8108,WICHITA,KS
10070-8123,TACOMA,WA
10070-8137,GALVESTON,TX
10070-8141,DENVER,CO
10070-8147,CINNCINATI,OH
10070-8156,ALBUQUERQUE,NM
10070-8170,BALTIMORE,MD
10070-8215,SAN FRANCISCO,CA
10070-8232,GAINESVILLE,FL
10070-8236,FORT SAM HOUSTO,TX
10070-8240,ALBUQUERQUE,NM
10070-8250,KEESLER AFB,MS
10070-8300,SAN FRANCISCO,CA
10070-8301,SANTA CRUZ,CA
10070-8358,MEMPHIS,TN
10070-8362,TUSTIN,CA
10070-8382,GAINESVILLE,FL
10070-8403,SYRACUSE,NY
10070-8411,SAN JUAN,PR
10070-8436,ALHAMBRA,CA
10070-8440,PEARLAND,TX
10070-8459,DANVILLE,PA
10070-8497,CHICAGO,IL
10070-8556,RICCMOND HILL,NY
10070-8570,NEW YORK,NY
10070-8587,SOUTH OZON PARK,NY
10070-8611,TOMS RIVER,NJ
10070-8622,EDISON,NJ
10070-8683,AUBURN,ME
10070-8688,JACKSONVILLE,FL
10070-8689,ADELPHI,MD
10070-8694,NEW YORK,NY
10070-8697,WASHINGTON DC,VA
10070-8729,MARSHALL,NC
10070-8739,SEATTLE,WA
10070-8748,WINTERVILLE,GA
10070-8759,DURHAM,NC
10070-8762,ATLANTA,GA
10070-8784,ERIE,PA
10070-8787,ORANGE,CA
10070-8790,INDIANAPOLIS,IN
10070-8807,NASHVILLE,TN
10070-8835,DELRAY BEACH,FL
10070-8845,TALLAHASSEE,FL
10070-8934,LA JOLLA,CA
10070-8971,LITTLE ROCK,AR
10070-8989,HOUSTON,TX
10070-9006,NORMAN,OK
10070-9007,KANSAS CITY,KS
10070-9029,CHICAGO,IL
10070-9042,PEARLAND,TX
10070-9090,GAINESVILLE,FL
10070-9101,HAMDEN,CT
10070-9120,TORONTO,ON
10070-9149,NORTHFIELD,MN
10070-9193,VERDI,NV
10070-9236,GAINESVILLE,FL
10070-9267,ARLINGTON,VA
10070-9288,SACRAMENTO,CA
10070-9330,BOSTON,MA
10070-9353,COLUMBUS,OH
10070-9394,ALLENTOWN,PA
10070-9396,BALTIMORE,MD
10070-9417,SAN JUAN,PR
10070-9468,VANCOUVER,BC
10070-9525,HIGHLAND PARK,NJ
10070-9527,ATLANTA,GA
10070-9538,FARMINGTON,CT
10070-9539,ALBANY,NY
10070-9556,NASHVILLE,TN
10070-9563,NEW BRUNSWICK,NJ
10070-9575,ALBANY,NY
10070-9587,ROCHESTER,MN
10070-9597,ELMHURST,NY
10070-9601,BROOKLYN,NY
10070-9619,DANBURY,CT
10070-9637,BUFFALO,NY
10070-9641,WASHINGTON,DC
10070-9668,SYRACUSE,NY
10070-9674,COLUMBUS,OH
10070-9710,OZONE PARK,NC
10070-9714,NORTH BRUNSWICK,NJ
10070-9727,W. ALLENHURST,NJ
10070-9734,FLINT,MI
10070-9746,SAN DIEGO,CA
10070-9756,WASHINGTON,DC
10070-9767,NEPTUNE,NJ
10070-9778,CHAPEL HILL,NC
10070-9786,SAN ANTONIO,TX
10070-9787,PHILADELPHIA,PA
10070-9789,ASTORIA,NY
10070-9800,BETHLEHEM,PA
10070-9802,NEW ORLEANS,LA
10070-9807,SICKLERVILLE,NJ
10070-9865,PHILADELPHIA,PA
10070-9876,NEW HAVEN,CT
10070-9884,MANHASSET,NY
10070-9922,VALHALLA,NY
10070-9947,DURHAM,NC
10070-9950,CHAPEL HILL,NC
10070-9954,STATEN ISLAND,NY
10080-0021,CHICAGO,IL
10080-0118,TULSA,OK
10080-0120,ST LOUIS,MO
10080-0133,CHICAGO,IL
10080-0143,DALLAS,TX
10080-0149,INDIANAPOLIS,IN
10080-0160,BALTIMORE,MD
10080-0172,PHILADELPHIA,PA
10080-0185,OAK PARK,IL
10080-0210,SILVER SPRING,MD
10080-0247,COLUMBIA,SC
10080-0262,BIRMINGHAM,MI
10080-0276,TORRANCE,CA
10080-0294,SEATTLE,WA
10080-0297,WEST ALLIS,WI
10080-0319,BALTIMORE,MD
10080-0336,OMAHA,NE
10080-0379,TUPELO,MS
10080-0424,GALVESTON,TX
10080-0446,ALBUQUERQUE,NM
10080-0536,PITTSBURGH,PA
10080-0546,DALLAS,TX
10080-0579,CLEVELAND,OH
10080-0591,BALTIMORE,MD
10080-0615,WASHINGTON,DC
10080-0628,MINNEAPOLIS,MN
10080-0676,CHARLESTON,WV
10080-0712,BOSTON,MA
10080-0778,LOS ANGELES,CA
10080-0789,LOS ANGELES,CA
10080-0871,TACOMA,WA
10080-0901,WILMINGTON,DE
10080-0913,BAYAMON,PR
10080-0936,BOSTON,MA
10080-0976,BROOKLINE,MA
10080-0980,NEW ORLEANS,LA
10080-0995,NEW YORK,NY
10080-1040,OKLAHOMA CITY,OK
10080-1068,BOSTON,MA
10080-1081,BROOKLINE,MA
10080-1083,NEW ORLEANS,LA
10080-1087,ORANGE,CA
10080-1089,BUFFALO,NY
10080-1093,CHARLOTTESVILLE,VA
10080-1094,WEST HAVEN,CT
10080-1123,STONY BROOK,NY
10080-1170,SANTA MONICA,CA
10080-1179,LEBANON,NH
10080-1199,PITTSBURGH,PA
10080-1214,BRONX,NY
10080-1229,ALBANY,NY
10080-1260,CAMDEN,NJ
10080-1266,WAYNE,NJ
10080-1288,PHILADELPHIA,PA
10080-1307,BRYN MAWR,PA
10080-1310,PITTSBURGH,PA
10080-1320,JOHNSTOWN,PA
10080-1321,"KEW GARDENS, NY",NY
10080-1339,TOWSON,MD
10080-1373,ENCINO,CA
10080-1377,ENFIELD,CT
10080-1396,WINSTON-SALEM,NC
10080-1451,HOUSTON,TX
10080-1462,LEXINGTON,KY
10080-1504,CANTON,OH
10080-1505,YPSILANTI,MI
10080-1508,BURLINGTON,VT
10080-1530,OAK LAWN,IL
10080-1551,CHICAGO,IL
10080-1553,BELLEVILLE,IL
10080-1573,TOLEDO,OH
10080-1579,FITCHBURG,WI
10080-1625,MARSHFIELD,WI
10080-1654,MEMPHIS,TN
10080-1678,FORT SAM HOUSTO,FL
10080-1787,TORONTO,ON
10080-1829,CINCINNATI,OH
10080-1899,WICHITA,KS
10080-1915,ENGLEWOOD,CO
10080-1946,BROOKLYN,NY
10080-1962,SHORELINE,WA
10080-1995,PACOIMA,CA
10080-2010,DALLAS,TX
10080-2020,WALNUT CREEK,CA
10080-2025,ALBUQUERQUE,NM
10080-2045,WATSONVILLE,CA
10080-2053,BRONX,NY
10080-2068,SANTA FE,NM
10080-2077,PITTSBURGH,PA
10080-2080,BROOKLYN,NY
10080-2081,SAN DIEGO,CA
10080-2090,PHILADELPHIA,PA
10080-2091,ARLINGTON,VA
10080-2102,DES MOINES,IA
10080-2158,PITTSBURGH,PA
10080-2159,SEBASTOPOL,OR
10080-2182,HERSHEY,PA
10080-2189,GRAND RAPIDS,MI
10080-2201,JAMAICA,NY
10080-2206,INDIANAPOLIS,IN
10080-2254,HOUSTON,TX
10080-2289,COLUMBUS,OH
10080-2297,BURNABY,BC
10080-2304,BRONX,NY
10080-2308,JACKSONVILLE,FL
10080-2322,TOA BAJA,PR
10080-2388,DURHAM,NC
10080-2401,WEST ORANGE,NJ
10080-2428,ROCHESTER,NY
10080-2432,COLUMBUS,OH
10080-2435,NAPLES,FL
10080-2439,PEEKSKIL,NY
10080-2470,SOMERSET,NJ
10080-2494,WHITE PLAINS,NY
10080-2522,KANSAS CITY,MO
10080-2528,NEW YORK,NY
10080-2535,BRONX,NY
10080-2543,JACKSONVILLE,FL
10080-2582,ALBANY,NY
