Federal Provider Number,Provider Name,Overall Rating,Health Inspection Rating,QM Rating,Staffing Rating,RN Staffing Rating,Processing Date
155444,NORWOOD HEALTH AND REHABILITATION CENTER,2,2,5,1,2,4/1/2016
155502,TRANSCENDENT HEALTHCARE OF OWENSVILLE,4,3,3,4,4,4/1/2016
155523,RICHLAND BEAN BLOSSOM HEALTH CARE CENTER,2,2,3,3,5,4/1/2016
155557,MILLER'S MERRY MANOR,4,2,5,4,4,4/1/2016
155551,ROLLING MEADOWS HEALTH CARE CENTER,5,4,5,5,5,4/1/2016
155572,APERION CARE DEMOTTE,1,1,1,2,3,4/1/2016
155561,GOOD SAMARITAN HOME & REHABILITATIVE CENTER,4,2,5,4,4,4/1/2016
155582,MILLER'S MERRY MANOR,5,4,5,3,4,4/1/2016
155628,BRIARWOOD HEALTH AND REHABILITATION CENTER,3,2,4,5,5,4/1/2016
155630,FLATROCK RIVER LODGE,4,3,4,4,4,4/1/2016
155661,OWEN VALLEY HEALTH CAMPUS,2,2,3,2,3,4/1/2016
155669,RIVERVIEW TCU,4,5,1,4,4,4/1/2016
155688,FREELANDVILLE COMMUNITY HOME,5,4,5,4,4,4/1/2016
155700,CATHERINE KASPER HOME,5,4,5,5,5,4/1/2016
155730,RIPLEY CROSSING,4,4,3,4,5,4/1/2016
155721,LAWRENCE MANOR HEALTHCARE CENTER,1,1,2,3,2,4/1/2016
155745,HOLY CROSS VILLAGE AT NOTRE DAME INC,5,5,5,5,5,4/1/2016
155754,HUBBARD HILL ESTATES INC,5,3,5,5,5,4/1/2016
155744,LUTHERAN LIFE VILLAGES,5,5,5,4,4,4/1/2016
155747,ADAMS WOODCREST,4,3,5,3,4,4/1/2016
155772,COBBLESTONE CROSSINGS HEALTH CAMPUS,5,3,5,5,5,4/1/2016
155802,PROVIDENCE HEALTH CARE CENTER,5,4,3,5,5,4/1/2016
155804,SPRENGER HEALTH CARE OF MISHAWAKA,4,3,5,3,3,4/1/2016
155806,WELLBROOKE OF WABASH,4,3,3,4,3,4/1/2016
155803,HAMILTON POINTE HEALTH AND REHAB,2,1,2,5,5,4/1/2016
155822,CEDAR CREEK HEALTH CAMPUS,2,2,3,2,3,4/1/2016
155824,WELLBROOKE OF SOUTH BEND,3,3,1,4,4,4/1/2016
155827,SAGE BLUFF HEALTH & REHAB CENTER LLC,2,1,5,4,5,4/1/2016
155828,"HERITAGE OF FORT WAYNE, THE",,,,,,4/1/2016
1.50E+188,SIMMONS LOVING CARE HEALTH FACILITY,1,1,4,3,5,4/1/2016
165049,RIDGECREST VILLAGE,5,3,5,4,4,4/1/2016
165017,MANORCARE HEALTH SERVICES,4,3,5,3,3,4/1/2016
165119,MERCY LIVING CENTER SOUTH,4,2,5,5,5,4/1/2016
165155,SALEM LUTHERAN HOME,2,2,3,3,4,4/1/2016
165171,WILLOW GARDENS CARE CENTER,1,1,1,3,4,4/1/2016
165178,AASE HAUGEN HOME,4,2,5,5,5,4/1/2016
165190,GOOD SAMARITAN SOCIETY - ALGONA,4,3,2,4,5,4/1/2016
165220,PRAIRIE RIDGE CARE & REHABILIT,3,3,4,3,3,4/1/2016
165214,LANTERN PARK SPECIALTY CARE,5,4,5,2,3,4/1/2016
165224,MOUNT AYR HEALTH CARE CENTER,4,5,4,1,2,4/1/2016
165251,RAVENWOOD SPECIALTY CARE,1,1,2,3,3,4/1/2016
165271,WESTWOOD SPECIALTY CARE,3,3,3,2,3,4/1/2016
165281,ON WITH LIFE AT GLENWOOD,5,5,3,4,5,4/1/2016
165292,BEDFORD SPECIALTY CARE,2,3,1,3,3,4/1/2016
165300,LAPORTE CITY SPECIALTY CARE,4,4,4,3,3,4/1/2016
165323,CORRECTIONVILLE SPECIALTY CARE,5,5,3,2,4,4/1/2016
165313,OAKWOOD SPECIALTY CARE,1,1,2,2,3,4/1/2016
165331,MORNING SUN CARE CENTER,4,3,2,4,5,4/1/2016
165373,"LONGVIEW HOME, INC",3,3,4,3,3,4/1/2016
165404,NEW LONDON SPECIALTY CARE,4,5,1,2,3,4/1/2016
165406,ROCKWELL COMMUNITY NURSING HOM,5,4,5,4,4,4/1/2016
165452,WAPELLO SPECIALTY CARE,4,3,5,3,4,4/1/2016
165457,CLEARVIEW HOME,4,4,3,4,5,4/1/2016
165466,RISEN SON CHRISTIAN VILLAGE,2,1,3,5,5,4/1/2016
165484,ST LUKE LUTHERAN HOME,3,2,3,4,4,4/1/2016
165498,WESTHAVEN COMMUNITY,2,2,2,3,3,4/1/2016
165504,ALGONA MANOR CARE CENTER,5,5,3,4,5,4/1/2016
165507,VALLEY VIEW VILLAGE,5,4,5,5,5,4/1/2016
165524,BETHANY LUTHERAN HOME,2,1,3,4,4,4/1/2016
165534,"QHC HUMBOLDT SOUTH, LLC",4,4,3,2,4,4/1/2016
165536,I O O F HOME AND COMMUNITY THERAPY CENTER,5,3,5,4,3,4/1/2016
165546,TABOR MANOR CARE CENTER,1,2,2,1,1,4/1/2016
165539,MARIAN HOME,2,2,4,3,4,4/1/2016
165549,VISTA WOODS CARE CENTER,5,4,2,5,5,4/1/2016
165555,ADEL ACRES,5,3,5,4,4,4/1/2016
165566,"HIGHLAND RIDGE CARE CENTER, LLC",4,3,3,4,4,4/1/2016
165567,WEST RIDGE CARE CENTER,4,3,3,5,5,4/1/2016
165565,HAWKEYE CARE CENTER DUBUQUE,5,4,5,3,3,4/1/2016
165574,PRAIRIE VIEW HOME,4,4,4,3,2,4/1/2016
165583,THE VILLAGE AT LEGACY POINTE NURSING FACILITY,2,1,5,4,5,4/1/2016
165587,NORTHBROOK MANOR,5,4,5,3,5,4/1/2016
165594,BROOKLYN COMMUNITY ESTATES,5,5,5,4,4,4/1/2016
165607,THE COTTAGES,4,2,5,4,4,4/1/2016
165614,ROSE HAVEN NURSING HOME,,,,,,4/1/2016
1.60E+171,FRANKLIN GENERAL HOSPITAL,4,4,2,3,4,4/1/2016
16E728,MERCY MEDICAL CENTER-CENTERVILLE,5,4,5,3,2,4/1/2016
16E681,WASHINGTON COUNTY HOSPITAL,2,2,1,4,5,4/1/2016
175173,HOLIDAY RESORT,5,5,2,4,4,4/1/2016
175258,MEDICALODGES FORT SCOTT,5,3,5,4,4,4/1/2016
175267,SHAWNEE GARDENS HEALTHCARE & REHAB CENTER,1,1,4,3,4,4/1/2016
175291,GREAT BEND HEALTH & REHAB CENTER,2,1,2,4,5,4/1/2016
175292,MEDICALODGES DOUGLASS,5,4,5,5,5,4/1/2016
175286,WHEATLAND NURSING & REHABILITATION CENTER,1,2,1,3,3,4/1/2016
175300,SALINA PRESBYTERIAN MANOR,5,5,5,5,5,4/1/2016
175334,GOOD SAMARITAN SOCIETY - LIBERAL,1,1,2,3,2,4/1/2016
175346,ALMA MANOR,2,1,4,5,5,4/1/2016
175374,EASTRIDGE,5,4,5,5,5,4/1/2016
175384,FORT SCOTT MANOR,2,1,2,4,4,4/1/2016
175403,BETHESDA HOME,3,3,1,5,5,4/1/2016
175402,BETHEL HEALTH CARE CENTRE,5,5,3,4,3,4/1/2016
175397,ROSSVILLE HEALTHCARE & REHAB CENTER,3,3,2,3,5,4/1/2016
175429,THE HOMESTEAD HEALTH & REHAB CENTER,4,2,5,4,4,4/1/2016
175454,CLEARWATER NURSING & REHABILITATION CENTER,4,3,2,4,3,4/1/2016
175480,LOGAN MANOR COMMUNITY HEALTH SERVICES,1,1,1,4,4,4/1/2016
175508,MAPLE HEIGHTS NURSING & REHABILITATION CENTER,4,3,5,,,4/1/2016
175514,DERBY HEALTH & REHABILITATION LLC,5,3,5,5,5,4/1/2016
175516,KANSAS VETERANS HOME,4,3,2,4,4,4/1/2016
175524,WALLACE COUNTY COMMUNITY CARE CENTER INC,3,2,2,4,4,4/1/2016
175526,FOWLER RESIDENTIAL CARE,4,3,2,5,5,4/1/2016
175538,PHILLIPS COUNTY RETIREMENT CENTER,3,3,1,4,4,4/1/2016
175540,NOTTINGHAM HEALTH AND REHABILITATION,5,3,5,5,5,4/1/2016
175551,THE HEALTHCARE RESORT OF OLATHE,,,,,,4/1/2016
1.70E+184,GOVE COUNTY MEDICAL CENTER LTCU,3,2,2,4,4,4/1/2016
17E356,SATANTA DISTRICT HOSPITAL LTCU,5,4,3,5,5,4/1/2016
1.70E+243,COMMUNITY HOSPITAL ONAGA LTCU,5,3,5,4,4,4/1/2016
185003,LAUREL HEIGHTS HOME FOR THE ELDERLY,4,4,4,3,3,4/1/2016
185049,AUBURN HEALTH CARE,2,2,1,4,4,4/1/2016
185125,HILLCREST HEALTH & REHABILITATION CENTER,4,4,2,2,2,4/1/2016
185164,BARBOURVILLE HEALTH & REHABILITATION CENTER,3,4,1,3,4,4/1/2016
185179,SIGNATURE HEALTHCARE AT GLENVIEW,2,3,1,2,4,4/1/2016
185209,RIVERSIDE CARE & REHABILITATION CENTER,4,3,5,3,3,4/1/2016
185211,SIGNATURE HEALTHCARE OF MCCREARY COUNTY REHAB & WE,3,3,4,2,2,4/1/2016
185213,WOLFE COUNTY HEALTH & REHABILITATION CENTER,5,5,2,2,3,4/1/2016
185244,GOLDEN LIVINGCENTER-STANFORD,2,2,2,3,3,4/1/2016
185258,LAKE WAY NURSING AND REHABILITATION CENTER,5,4,5,3,3,4/1/2016
185257,GOLDEN LIVINGCENTER-GREEN HILL,2,3,1,2,3,4/1/2016
185273,"OWSLEY COUNTY HEALTH CARE CENTER, INC",3,2,4,4,5,4/1/2016
185276,LORETTO MOTHERHOUSE INFIRMARY,5,4,2,5,5,4/1/2016
185282,SOUTH SHORE NURSING & REHABILITATION CENTER,4,3,5,3,3,4/1/2016
185320,LIFE CARE CENTER OF LACENTER,2,1,4,4,4,4/1/2016
185317,DIVERSICARE OF GREENVILLE,5,4,5,5,5,4/1/2016
185346,HERMITAGE CARE AND REHABILITATION CENTER,3,2,5,3,4,4/1/2016
185361,KINDRED HOSPITAL - LOUISVILLE,5,4,5,4,5,4/1/2016
185364,OWENTON CENTER,1,3,1,1,2,4/1/2016
185400,HEARTHSTONE PLACE,2,1,2,4,4,4/1/2016
185415,ELLIOTT NURSING AND REHABILITATION CENTER,4,3,5,3,3,4/1/2016
185430,ST CLAIRE MEDICAL CENTER,5,4,5,,,4/1/2016
185455,OAKLAWN HEALTH & REHABILITATION CENTER,3,2,3,4,3,4/1/2016
185470,THE WILLOWS AT HAMBURG,3,2,2,5,5,4/1/2016
185472,JOSEPH EDDIE BALLARD WESTERN KENTUCKY VETERANS CEN,4,5,1,4,5,4/1/2016
185477,SIGNATURE HEALTHCARE AT STS MARY & ELIZABETH HOSPI,5,5,4,4,5,4/1/2016
195247,GARDEN COURT HEALTH AND REHABILITATION CENTER,2,4,1,1,2,4/1/2016
195249,WOODS HAVEN SR CITIZENS HOME,1,3,1,1,1,4/1/2016
195258,GRACE NURSING HOME,4,4,3,3,2,4/1/2016
195265,HAVEN NURSING CENTER,4,4,4,2,1,4/1/2016
195297,PONTCHARTRAIN HEALTH CARE CENTER,1,2,2,1,1,4/1/2016
195305,"RACELAND MANOR NURSING HOME, INC",1,1,1,1,2,4/1/2016
195307,MAISON DE'VILLE NURSING HOME,1,1,1,3,3,4/1/2016
195313,ST AGNES HEALTHCARE AND REHAB CENTER,5,5,5,2,1,4/1/2016
195348,LACOMBE NURSING CENTER,3,4,1,3,4,4/1/2016
195373,RAYVILLE NURSING & REHABILITATION  CENTER INC,1,2,1,1,1,4/1/2016
195389,BATON ROUGE HERITAGE HOUSE I I,4,4,4,3,3,4/1/2016
195412,"AUTUMN LEAVES NURSING AND REHAB CTR, LLC",1,2,3,1,1,4/1/2016
195416,"ROSEPINE RETIREMENT & REHAB CENTER, LLC",2,2,2,3,3,4/1/2016
195426,ENCORE HEALTHCARE AND REHABILITATION CENTER (THE),5,4,5,3,2,4/1/2016
195447,HERITAGE MANOR WEST,1,2,3,1,1,4/1/2016
195451,MERRYVILLE REHABILITATION,3,4,1,4,3,4/1/2016
195489,RIVIERE DE SOLEIL COMMUNITY CARE CENTER,2,1,5,2,1,4/1/2016
195493,KINDER RETIREMENT AND REHABILITATION CENTER,4,3,5,3,3,4/1/2016
195498,ASSUMPTION HEALTHCARE AND REHABILITATION,4,5,1,3,3,4/1/2016
195508,"ST FRANCISVILLE COUNTRY MANOR, LLC",3,3,3,3,3,4/1/2016
195510,"RUSTON NURSING AND REHABILITATION CENTER,LLC",1,2,1,3,1,4/1/2016
195524,GOLDEN AGE NURSING HOME,3,3,3,2,2,4/1/2016
195538,S C C OF ALPINE REHABILITATION CENTER,1,1,3,2,2,4/1/2016
195544,CAMELOT PLACE,2,2,2,3,2,4/1/2016
195546,BAYOU CHATEAU NURSING CTR,5,5,5,3,2,4/1/2016
195547,EUNICE MANOR,1,1,2,1,2,4/1/2016
195539,MANSFIELD NURSING CENTER,3,3,2,3,2,4/1/2016
195552,TRI-COMMUNITY NURSING CENTER,3,2,5,3,3,4/1/2016
195554,LEGRAND HEALTHCARE AND REHABILITATION CENTER,1,1,1,1,1,4/1/2016
195557,VALLEY VIEW HEALTH CARE,2,2,3,2,1,4/1/2016
195559,HESSMER NURSING HOME,3,4,1,3,2,4/1/2016
195555,SABINE RETIREMENT AND REHAB CENTER,5,5,3,3,2,4/1/2016
195567,MAISON DU MONDE LIVING CENTER,1,1,4,2,1,4/1/2016
195577,PRAIRIE MANOR NURSING HOME,3,4,1,3,2,4/1/2016
195579,PRESBYTERIAN VILLAGE OF HOMER,3,3,2,3,2,4/1/2016
195580,AVOYELLES MANOR NURSING HOME,2,2,2,3,3,4/1/2016
195591,WEST JEFFERSON HEALTH CARE CENTER,3,3,5,1,1,4/1/2016
195603,BAYOU VISTA COMMUNITY CARE CENTER,2,4,1,1,1,4/1/2016
195610,ST HELENA PARISH NURSING HOME,4,4,2,3,3,4/1/2016
195620,POINTE COUPEE HEALTHCARE,3,4,4,1,2,4/1/2016
195628,NORTHEAST LA WAR VETERANS HOME,4,4,2,,,4/1/2016
195629,LOUISIANA WAR VETERANS HOME,3,4,1,,,4/1/2016
205018,TAMC - AROOSTOOK MEDICAL CENTER,3,2,2,5,5,4/1/2016
205080,GARDINER HEALTH CARE FACILITY,2,1,3,4,4,4/1/2016
205085,HORIZONS LIVING AND REHAB CENTER,5,5,5,5,5,4/1/2016
205101,VICTORIAN VILLA REHABILITATION,5,3,5,4,4,4/1/2016
205097,"NORWAY CENTER FOR HEALTH & REHABILITATION, LLC",5,5,4,4,4,4/1/2016
205111,COUNTRY MANOR NURSING HOME,3,2,3,5,5,4/1/2016
205106,"EASTSIDE CENTER FOR HEALTH & REHABILITATION, LLC",2,1,5,3,4,4/1/2016
205129,MERCY HOME,3,2,4,4,5,4/1/2016
205137,LEDGEWOOD MANOR,5,5,4,4,4,4/1/2016
315485,CARE ONE AT WALL,5,5,5,4,5,4/1/2016
215001,BALLENGER CREEK CENTER,2,2,3,3,3,4/1/2016
215084,PATAPSCO VALLEY CENTER,2,1,4,4,4,4/1/2016
215115,FROSTBURG VILLAGE,1,1,3,3,5,4/1/2016
215114,CORSICA HILLS CENTER,4,3,4,4,4,4/1/2016
215132,DEER'S HEAD CENTER,5,4,2,5,5,4/1/2016
215178,FREDERICK VILLA NURSING & REHAB CENTER,3,3,4,3,3,4/1/2016
215233,LORIEN HEALTH SYSTEMS - RIVERSIDE,4,4,2,4,4,4/1/2016
215234,CARRIAGE HILL BETHESDA,5,4,5,3,3,4/1/2016
215252,FOREST HAVEN NURSING HOME,2,1,5,3,2,4/1/2016
215269,ELKTON TRANSITIONAL CARE CENTER,1,1,1,2,3,4/1/2016
215270,SOLOMONS NURSING CENTER,4,4,2,4,4,4/1/2016
215283,TRANSITIONAL CARE SERVICES AT MERCY MEDICAL CENTER,5,4,2,5,5,4/1/2016
215310,GARRETT COUNTY SUBACUTE UNIT,5,5,4,5,5,4/1/2016
215314,GREATER BALTIMORE MEDICAL CENTER SUB ACUTE UNIT,5,4,5,5,5,4/1/2016
215359,LORIEN BULLE ROCK,4,3,4,4,5,4/1/2016
225059,COLONIAL REHABILITATION AND NURSING CENTER,5,3,5,4,5,4/1/2016
225080,RIVERCREST LONG TERM CARE,5,3,5,4,4,4/1/2016
225173,JEWISH HEALTHCARE CENTER,4,4,2,4,4,4/1/2016
225191,LIFE CARE CENTER OF ACTON,4,3,5,3,3,4/1/2016
225222,NEWTON WELLESLEY CENTER FOR ALZHEIMER'S CARE,5,4,5,3,5,4/1/2016
225244,TRANSITIONAL CARE UNIT AT SPAULDING HOSP NORTH SHO,5,4,3,5,5,4/1/2016
225249,WILLIMANSETT CENTER EAST,4,3,5,2,4,4/1/2016
225250,FAIRVIEW COMMONS NURSING & REHABILITATION CENTER,4,2,5,5,5,4/1/2016
225257,CARE ONE AT NORTHAMPTON,5,3,5,4,5,4/1/2016
225271,PORT HEALTHCARE CENTER,3,2,4,4,5,4/1/2016
225333,METHUEN HEALTH & REHABILITATION CENTER,5,5,2,4,4,4/1/2016
225342,NORTH ADAMS COMMONS NURSING & REHABILITATION CENTE,4,3,3,5,5,4/1/2016
225361,QUABOAG REHABILITATION & SKILLED CARE FACILITY,4,4,3,3,4,4/1/2016
225370,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,2,2,2,3,3,4/1/2016
225388,BALDWINVILLE SKILLED NURSING & REHABILITATION CTR,2,1,5,3,4,4/1/2016
225400,WAKEFIELD CENTER,2,1,4,4,4,4/1/2016
225409,NEVINS NURSING & REHABILITATION CENTER,3,2,4,5,5,4/1/2016
225463,COUNTRYSIDE HEALTH CARE OF MILFORD,4,3,4,5,5,4/1/2016
225471,JESMOND NURSING HOME,2,1,5,4,4,4/1/2016
225475,MADONNA MANOR NURSING HOME,4,3,4,5,5,4/1/2016
225495,TIMBERLYN HEIGHTS NURSING AND REHABILITATION,4,3,2,4,5,4/1/2016
225541,CARLYLE HOUSE,4,3,5,,,4/1/2016
225587,KINDRED NURSING AND REHABILITATION-TOWER HILL,2,2,2,3,3,4/1/2016
225630,WINDEMERE NURSING & REHAB CTR ON MARTHAS VINEYARD,5,4,5,5,5,4/1/2016
225640,"BERKELEY RETIREMENT HOME,THE",4,3,5,3,2,4/1/2016
225692,EMERSON REHABILITATION & TRANSITIONAL CARE UNIT,4,5,1,5,5,4/1/2016
225738,MARY'S MEADOW AT PROVIDENCE PLACE,5,5,5,5,5,4/1/2016
225772,OUR ISLAND HOME,2,3,1,2,3,4/1/2016
22E522,COUNTRYSIDE NURSING HOME INC,5,4,5,4,5,4/1/2016
22E537,DUXBURY HOUSE NURSING HOME,5,5,,5,5,4/1/2016
235004,HEARTLAND HEALTH CARE CENTER-KNOLLVIEW,1,1,2,3,4,4/1/2016
235052,ABERDEEN REHABILITATION AND SKILLED NURSING CENTER,2,1,5,5,5,4/1/2016
235123,"DURAND SENIOR CARE AND REHAB CENTER, L L C",4,2,5,4,5,4/1/2016
235161,"ASPIRUS ONTONAGON HOSPITAL, INC",3,2,5,2,4,4/1/2016
235157,SANILAC MEDICAL CARE FACILITY,2,2,1,4,3,4/1/2016
235197,HILLSDALE CO MEDICAL CARE FACI,2,1,2,4,4,4/1/2016
235201,MUNSON HEALTHCARE CRAWFORD CONTINUING CARE CENTER,5,3,5,4,5,4/1/2016
235217,HEARTLAND HEALTH CARE CENTER-BLOOMFIELD HILLS,3,3,3,2,4,4/1/2016
235209,TENDERCARE HEALTH CENTER OF LEELANAU,4,4,3,4,5,4/1/2016
235205,SPECTRUM HEALTH - REED CITY CA,5,3,5,4,5,4/1/2016
235294,METRON OF CEDAR SPRINGS,5,4,5,4,4,4/1/2016
235312,METRON OF BIG RAPIDS,4,4,4,4,5,4/1/2016
235332,WESTLAND CONVALESCENT & REHAB CENTER,2,2,2,2,2,4/1/2016
235351,HEARTLAND HEALTH CARE CENTER-PLYMOUTH,4,3,4,4,4,4/1/2016
235343,KITH HAVEN,3,2,3,4,4,4/1/2016
235347,PROVIDENCE CHRISTIAN HEALTHCARE & REHAB CTR,1,1,4,3,2,4/1/2016
235339,CHRISTIAN REST HOME ASSOC,4,4,4,4,4,4/1/2016
235355,METRON OF LAMONT,4,4,4,4,4,4/1/2016
235421,MEDILODGE OF PORT HURON,5,5,5,3,3,4/1/2016
235427,AUTUMN WOODS RESIDENTIAL HLTH,3,2,5,3,3,4/1/2016
235432,GRAYLING NURSING & REHAB COMMUNITY,5,4,5,3,5,4/1/2016
235444,WESTWOOD NURSING CENTER,1,1,2,3,3,4/1/2016
235484,CHERRYWOOD NURSING AND LIVING,5,3,5,4,5,4/1/2016
235481,LAKE ORION NURSING CENTER,5,4,5,3,2,4/1/2016
235502,OAKWOOD REHABILITATION & SKILLED NURSING CTR-DEARB,4,2,5,4,4,4/1/2016
235498,"BOULEVARD TEMPLE CARE CENTER, LLC",5,4,5,4,4,4/1/2016
235500,OMNI CONTINUING CARE,2,3,1,2,1,4/1/2016
235511,HILLTOP MANOR HEALTH CARE CENTER,1,1,1,2,3,4/1/2016
235545,REGENCY AT WHITMORE LAKE,4,3,2,4,4,4/1/2016
235551,OUR LADY OF MERCY HEALTH AND REHAB,3,2,2,5,5,4/1/2016
235561,"PINES REHABILITATION & HEALTH CARE CENTER, THE",2,1,5,4,4,4/1/2016
235578,FOUR SEASONS NURSING CENTER OF WESTLAND,4,3,3,4,4,4/1/2016
235591,ROUBAL CARE AND REHAB CENTER,5,5,2,3,3,4/1/2016
235600,MEDILODGE OF MONTROSE INC,1,1,2,3,4,4/1/2016
235593,"HENRY FORD VILLAGE, INC",3,2,3,4,4,4/1/2016
235618,HEARTLAND HEALTH CARE CENTER-CANTON,4,5,4,1,2,4/1/2016
235615,CARETEL INNS OF BRIGHTON,5,4,2,5,5,4/1/2016
235628,JAMIESON NURSING HOME,5,5,3,5,5,4/1/2016
235648,"SISTERS, SERVANTS OF THE IMMACULATE HEART OF MARY",5,5,5,5,5,4/1/2016
235650,MEDILODGE OF MILFORD,2,3,4,1,2,4/1/2016
235666,REGENCY AT GRAND BLANC,4,3,2,4,5,4/1/2016
235701,THE WILLOWS AT OKEMOS,,,,,,4/1/2016
235713,GENESYS SHORT-TERM REHABILITATION CENTER,,,,,,4/1/2016
235715,WELLBRIDGE OF FENTON,,,,,,4/1/2016
2.30E+151,LAW-DEN NURSING HOME,2,1,5,3,1,4/1/2016
245083,PARK HEALTH AND REHABILITATION CENTER,3,3,3,3,4,4/1/2016
245063,ST ANTHONY PARK HOME,4,2,5,5,5,4/1/2016
245186,GOLDEN VALLEY REHABILITATION AND CARE CENTER,1,1,3,2,4,4/1/2016
245227,BAYSHORE RESIDENCE & REHAB CTR,1,1,1,4,4,4/1/2016
245243,GRANITE MANOR,3,2,4,4,5,4/1/2016
245252,THIEF RIVER CARE CENTER,5,3,5,4,3,4/1/2016
245315,TRIMONT HEALTH CARE CENTER,5,5,5,4,3,4/1/2016
245326,ROSE OF SHARON MANOR,4,3,3,5,5,4/1/2016
245336,GOLDEN LIVINGCENTER - DELANO,4,3,2,4,4,4/1/2016
245352,RAMSEY COUNTY CARE CENTER,3,3,2,3,5,4/1/2016
245368,GRAND VILLAGE,1,1,2,3,2,4/1/2016
245367,MEADOW MANOR,3,2,3,4,5,4/1/2016
245426,KODA LIVING COMMUNITY,3,2,3,5,5,4/1/2016
245450,THREE LINKS CARE CENTER,5,4,4,5,5,4/1/2016
245464,OSTRANDER CARE AND REHAB,4,2,5,4,4,4/1/2016
245469,ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER,5,4,5,4,4,4/1/2016
245475,PARKVIEW HOME,5,4,4,5,5,4/1/2016
245488,GOOD SAMARITAN SOCIETY - WOODLAND,4,4,4,3,5,4/1/2016
245511,CENTRACARE HEALTH - MONTICELLO,5,4,5,3,4,4/1/2016
245533,LAKESIDE HEALTH CARE CENTER,5,5,5,4,4,4/1/2016
245542,LITTLEFORK MEDICAL CENTER,2,2,1,4,4,4/1/2016
245540,GOLDEN LIVINGCENTER - HENNING,3,3,3,3,5,4/1/2016
245552,COLONIAL MANOR OF BALATON,5,4,5,5,5,4/1/2016
245562,ELDERS HOME INC,4,3,2,4,5,4/1/2016
245568,GOOD SAMARITAN SOCIETY - MARY JANE BROWN,3,2,4,4,5,4/1/2016
245564,BROWNS VALLEY HEALTH CENTER,5,5,5,4,3,4/1/2016
245612,CORNERSTONE VILLA,4,3,5,3,3,4/1/2016
245615,GABLES OF BOUTWELLS LANDING,4,4,3,4,5,4/1/2016
245624,INTERLUDE,,,,,,4/1/2016
245627,TRILLIUM WOODS,,,,,,4/1/2016
255118,GOLDEN LIVING CENTER-MERIDIAN,1,2,4,1,1,4/1/2016
255179,"LEAKESVILLE REHABILITATION AND NURSING CENTER, INC",4,3,3,4,3,4/1/2016
255185,"LIBERTY HEALTH & REHAB OF INDIANOLA, LLC",2,3,4,1,2,4/1/2016
255192,CLAIBORNE COUNTY SENIOR CARE,5,3,5,4,3,4/1/2016
255229,TRINITY MISSION HEALTH & REHAB OF H S,2,1,5,1,2,4/1/2016
255261,THE OAKS REHABILITATION AND HEALTHCARE CENTER,1,1,1,3,3,4/1/2016
255257,THE WINDSOR PLACE,1,1,1,4,4,4/1/2016
255288,LAKESIDE HEALTH AND REHABILITATION CENTER,4,4,4,3,3,4/1/2016
255292,LEGACY MANOR NURSING AND REHABILITATION,3,2,4,4,4,4/1/2016
255311,"TRINITY MISSION H & R GREAT OAKS, LLC",5,4,5,4,4,4/1/2016
255314,WASHINGTON CARE CENTER,4,3,3,4,4,4/1/2016
255318,J G ALEXANDER NURSING CENTER,4,3,3,5,5,4/1/2016
255320,LANDMARK NURSING AND REHAB CENTER,5,5,3,4,4,4/1/2016
255340,NORTH POINTE HEALTH & REHABILITATION,4,4,4,4,4,4/1/2016
255341,GULFPORT CARE CENTER,4,3,4,4,4,4/1/2016
25A233,CALHOUN CO NH,2,2,1,4,4,4/1/2016
25A380,PONTOTOC NURSING HOME,5,4,2,5,5,4/1/2016
25A402,JNH-JEFFERSON INN,3,2,3,4,4,4/1/2016
25A418,JAMES T CHAMPION,3,2,4,5,5,4/1/2016
265105,DELMAR GARDENS WEST,4,4,2,3,3,4/1/2016
265161,WILSON'S CREEK NURSING & REHAB,5,5,2,3,3,4/1/2016
265168,"NHC HEALTHCARE, KENNETT",4,4,5,1,2,4/1/2016
265239,HERMITAGE NURSING & REHAB,3,4,2,1,2,4/1/2016
265246,SHADY OAKS HEALTHCARE CENTER,4,3,4,4,3,4/1/2016
265258,BELLEVIEW VALLEY NURSING HOME,4,3,2,4,4,4/1/2016
265312,GAINESVILLE HEALTH CARE CENTER,4,3,2,4,4,4/1/2016
265326,REPUBLIC NURSING & REHAB,4,4,2,3,2,4/1/2016
265335,WILLOW CARE NURSING HOME,4,3,2,4,4,4/1/2016
265339,AUTUMN TERRACE HEALTH & REHABILITATION,1,1,4,3,3,4/1/2016
265358,RIVERBEND HEIGHTS HEALTH & REHABILITATION,1,1,3,2,1,4/1/2016
265366,MAPLE WOOD CARE CENTER,1,1,1,2,2,4/1/2016
265368,BIRCH VIEW NURSING CENTER,4,3,4,4,4,4/1/2016
265381,NORTHWOOD HILLS CARE CENTER,3,4,4,1,2,4/1/2016
265369,CRYSTAL OAKS,4,2,5,5,5,4/1/2016
265412,MOUNTAIN VIEW HEALTHCARE,4,4,2,3,3,4/1/2016
265415,NEW HAVEN CARE CENTER,3,3,4,3,2,4/1/2016
265427,OAK PARK CARE CENTER,1,1,2,1,1,4/1/2016
265456,GOLDEN LIVINGCENTER-INDEPENDENCE,1,1,1,3,3,4/1/2016
265460,CASSVILLE HEALTH CARE AND REHAB,3,4,3,1,1,4/1/2016
265477,SPRINGFIELD SKILLED CARE CENTER,2,1,5,1,2,4/1/2016
265528,GOOD SHEPHERD CARE CENTER,5,5,4,3,2,4/1/2016
